Organization 1,Organization 2,Distance
O2388,O66181,49
O69708,O18196,65
O63053,O22687,80
O9362,O76981,80
O49790,O65815,21
O44194,O93513,88
O53309,O4206,19
O50847,O30881,10
O24373,O29737,60
O75115,O5093,44
O36051,O14992,16
O54993,O42376,63
O68852,O10138,92
O4205,O48819,98
O50631,O89938,52
O96012,O28612,9
O91459,O51869,18
O24527,O6305,33
O78075,O27260,61
O11957,O68439,95
O43271,O91029,82
O65944,O50577,64
O28461,O18771,85
O82959,O94804,29
O74763,O22847,3
O20309,O55072,81
O4321,O45118,63
O20023,O62301,31
O84804,O59164,88
O65961,O49326,2
O63690,O75209,28
O78717,O4499,14
O53768,O28784,96
O98274,O17891,94
O33961,O21094,43
O877,O44932,15
O82262,O41094,67
O44143,O83016,10
O71639,O88594,28
O47248,O56884,90
O45566,O61085,86
O97894,O84784,2
O89489,O93625,60
O51375,O72700,37
O72941,O64666,65
O15908,O92711,84
O35278,O95844,2
O45361,O10550,95
O66899,O95853,35
O42095,O27397,55
O5932,O59802,83
O25949,O61792,19
O92516,O57579,33
O43456,O48703,10
O60699,O3721,25
O97320,O78680,3
O35358,O9377,35
O85136,O68266,85
O65592,O4778,23
O58600,O52099,8
O65508,O83685,34
O79698,O64394,30
O20082,O44975,72
O74263,O61975,99
O45914,O36158,9
O30238,O57402,61
O35154,O82383,55
O90543,O8441,19
O60597,O14371,43
O86120,O90462,37
O20251,O68984,15
O35529,O1342,36
O20480,O27890,99
O763,O81937,49
O89903,O78270,11
O46213,O11052,84
O49372,O25358,30
O24381,O72258,72
O14767,O583,93
O25347,O78505,5
O30180,O31137,56
O63603,O32045,57
O43768,O88204,58
O77913,O85810,48
O39293,O58526,46
O53141,O47537,9
O44388,O76473,33
O89286,O92136,81
O59697,O75769,61
O57903,O93261,82
O75785,O15035,67
O19954,O49246,80
O41498,O70099,88
O38240,O67760,90
O84412,O56302,6
O42669,O77508,96
O82351,O19202,87
O67707,O34234,38
O27188,O7323,1
O26274,O17586,10
O53509,O29705,90
O48260,O59096,46
O29148,O17765,4
O55388,O63003,4
O31002,O17658,78
O24804,O75410,4
O67360,O54171,32
O66611,O6483,24
O6280,O94328,91
O72761,O65944,29
O39855,O45686,3
O20351,O387,12
O65061,O5871,61
O42375,O92861,18
O13575,O67270,10
O97826,O53053,78
O38276,O99615,75
O98483,O59976,41
O9058,O52543,49
O83201,O98155,90
O58688,O98793,70
O42794,O7411,55
O69145,O42205,73
O97604,O2836,62
O1860,O51457,96
O10719,O97037,33
O18737,O77503,13
O69010,O73320,52
O19065,O9372,76
O54059,O87585,19
O36370,O34608,79
O68035,O14871,75
O79483,O76541,35
O65380,O72101,27
O29877,O34309,42
O53261,O44201,86
O99049,O39527,13
O35557,O11928,45
O22471,O44557,29
O5658,O56275,90
O51370,O47948,26
O98402,O53405,81
O65895,O17756,5
O53157,O5171,25
O41769,O22635,74
O14252,O41654,96
O68305,O7929,39
O84865,O31321,63
O82258,O80374,42
O16425,O87285,19
O31726,O62099,27
O63642,O94856,61
O13658,O66585,30
O30675,O37415,98
O4295,O54144,12
O81323,O70591,71
O67738,O31803,13
O59474,O33055,3
O21640,O1895,71
O56044,O14067,29
O49078,O75057,8
O67280,O86680,64
O71360,O92323,9
O41431,O48316,3
O21348,O80557,68
O63347,O58455,5
O83780,O30102,9
O9130,O69507,53
O99609,O8069,62
O91099,O78208,2
O37453,O85670,83
O68266,O6466,81
O4507,O64757,8
O17843,O70176,9
O43441,O91310,65
O27875,O91240,9
O49883,O46599,38
O62571,O67479,88
O83065,O27500,76
O97846,O3358,5
O6221,O12781,60
O91661,O72250,51
O75228,O73985,45
O55608,O37786,62
O16024,O98122,98
O4188,O16926,27
O95793,O6481,71
O31363,O87618,58
O84686,O56348,85
O21005,O60717,74
O57766,O97682,93
O93707,O95882,100
O44914,O33321,45
O12914,O66248,51
O80512,O15568,94
O1501,O17422,4
O47510,O10741,60
O67819,O75954,83
